,Negative,Positive,Word
0,0.00013989184362033245,9.573733442149528e-05,00
1,4.16820595276909e-05,5.4146525205599795e-05,000
2,1.1419742336353675e-06,7.847322493565192e-07,00000000
3,1.1419742336353675e-06,7.847322493565192e-07,000001
4,5.709871168176837e-07,2.354196748069556e-06,000919
5,5.709871168176837e-07,1.5694644987130386e-06,000hz
6,1.1419742336353675e-06,7.847322493565192e-07,000xxxxx
7,3.996909817723786e-06,1.5694644987130386e-06,001
8,5.709871168176837e-07,2.354196748069556e-06,002
9,5.709871168176837e-07,2.354196748069556e-06,002a
10,1.7129613504530501e-06,7.847322493565192e-07,00490100
11,1.1419742336353675e-06,1.5694644987130386e-06,005
12,1.7129613504530501e-06,1.5694644987130386e-06,006
13,1.1419742336353675e-06,7.847322493565192e-07,006y
14,5.709871168176837e-07,1.5694644987130386e-06,007
15,1.1419742336353675e-06,7.847322493565192e-07,008
16,3.4259227009061006e-06,7.847322493565192e-07,00am
17,2.854935584088416e-06,7.847322493565192e-07,00pm
18,5.709871168176837e-07,1.5694644987130386e-06,00s
19,2.512343313997809e-05,3.1389289974260777e-06,01
20,2.854935584088416e-06,4.708393496139113e-06,010
21,3.996909817723786e-06,3.923661246782593e-06,010m
22,5.709871168176837e-07,1.5694644987130386e-06,0115
23,1.1419742336353675e-06,7.847322493565192e-07,011855
24,5.709871168176837e-07,1.5694644987130386e-06,012
25,1.1419742336353675e-06,7.847322493565192e-07,0123
26,1.7129613504530501e-06,7.847322493565192e-07,01526
27,5.709871168176837e-07,1.5694644987130386e-06,018
28,5.709871168176837e-07,1.5694644987130386e-06,0183
29,5.709871168176837e-07,1.5694644987130386e-06,019
30,1.1419742336353675e-06,7.847322493565192e-07,01961
31,1.1419742336353675e-06,7.847322493565192e-07,01mm
32,1.2561716569989044e-05,8.632054742921713e-06,02
33,5.709871168176837e-07,1.5694644987130386e-06,020
34,5.709871168176837e-07,1.5694644987130386e-06,0240521595
35,1.1419742336353675e-06,7.847322493565192e-07,025
36,1.1419742336353675e-06,7.847322493565192e-07,025215290053
37,1.1419742336353675e-06,7.847322493565192e-07,0258
38,2.854935584088416e-06,7.847322493565192e-07,026
39,5.709871168176837e-07,1.5694644987130386e-06,02c
40,1.1419742336353675e-06,7.847322493565192e-07,02v
41,1.3703690803624404e-05,1.2555715989704312e-05,03
42,5.709871168176837e-07,1.5694644987130386e-06,031
43,1.1419742336353675e-06,7.847322493565192e-07,0310021431
44,5.709871168176837e-07,2.354196748069556e-06,03182
45,5.709871168176837e-07,1.5694644987130386e-06,0321819519
46,5.709871168176837e-07,3.1389289974260777e-06,03rg20
47,1.4845665037259772e-05,1.4909912737773863e-05,04
48,1.7129613504530501e-06,2.354196748069556e-06,0403
49,5.709871168176837e-07,1.5694644987130386e-06,042388
50,5.709871168176837e-07,1.5694644987130386e-06,0470114355
51,5.709871168176837e-07,1.5694644987130386e-06,0470475420
52,2.398145890634271e-05,7.847322493565187e-06,05
53,5.709871168176837e-07,1.5694644987130386e-06,0500
54,5.709871168176837e-07,1.5694644987130386e-06,05598
55,1.1419742336353675e-06,7.847322493565192e-07,05662
56,1.1419742336353675e-06,7.847322493565192e-07,05thd
57,1.4845665037259772e-05,1.334044823906084e-05,06
58,1.1419742336353675e-06,7.847322493565192e-07,060805
59,1.712961350453052e-05,8.632054742921713e-06,07
60,1.1419742336353675e-06,7.847322493565192e-07,0700
61,5.709871168176837e-07,1.5694644987130386e-06,07am
62,1.6558626387712837e-05,5.493125745495635e-06,08
63,1.1419742336353675e-06,7.847322493565192e-07,08387
64,1.7129613504530501e-06,7.847322493565192e-07,088lbp
65,8.564806752265259e-06,7.847322493565187e-06,09
66,1.1419742336353675e-06,7.847322493565192e-07,091
67,1.7129613504530501e-06,1.5694644987130386e-06,0a
68,1.1419742336353675e-06,3.923661246782593e-06,0d
69,1.7129613504530501e-06,7.847322493565192e-07,0e
70,5.709871168176837e-07,1.5694644987130386e-06,0f
71,2.283948467270735e-06,7.847322493565192e-07,0lympus
72,5.709871168176837e-07,1.5694644987130386e-06,0mbps
73,1.7129613504530501e-06,1.5694644987130386e-06,0mm
74,5.709871168176837e-07,1.5694644987130386e-06,0mp
75,5.709871168176837e-07,1.5694644987130386e-06,0ptical
76,1.7129613504530501e-06,7.847322493565192e-07,0r
77,1.7129613504530501e-06,7.847322493565192e-07,0s
78,1.1419742336353675e-06,7.847322493565192e-07,0sx
79,1.7129613504530501e-06,7.847322493565192e-07,0v
80,1.7129613504530501e-06,3.923661246782593e-06,0w
81,1.7129613504530501e-06,7.847322493565192e-07,0w9
82,1.1419742336353675e-06,3.1389289974260777e-06,0x
83,0.0007485641101479834,0.0005916881160148156,10
84,0.00034658917990833406,0.0004323874693954422,100
85,5.2530814747226906e-05,6.905643794337372e-05,1000
86,1.1419742336353675e-06,7.847322493565192e-07,10000
87,1.1419742336353675e-06,7.847322493565192e-07,1000021669
88,5.709871168176837e-07,1.5694644987130386e-06,10000mah
89,1.7129613504530501e-06,7.847322493565192e-07,1000ap
90,1.1419742336353675e-06,7.847322493565192e-07,1000d
91,1.1419742336353675e-06,7.847322493565192e-07,1000m
92,1.7129613504530501e-06,7.847322493565192e-07,1000ma
93,5.709871168176837e-07,1.5694644987130386e-06,1000mah
94,2.283948467270735e-06,7.847322493565192e-07,1000mb
95,1.7129613504530501e-06,7.847322493565192e-07,1000mbit
96,2.283948467270735e-06,1.5694644987130386e-06,1000mbps
97,1.1419742336353675e-06,7.847322493565192e-07,1000mhz
98,1.1419742336353675e-06,1.5694644987130386e-06,1000mm
99,5.709871168176837e-07,1.5694644987130386e-06,1000nds
100,1.1419742336353675e-06,1.5694644987130386e-06,1000s
101,5.709871168176837e-07,1.5694644987130386e-06,1000th
102,5.709871168176837e-07,2.354196748069556e-06,1000va
103,1.7129613504530501e-06,1.5694644987130386e-06,1000w
104,1.1419742336353675e-06,7.847322493565192e-07,1000watt
105,1.1419742336353675e-06,7.847322493565192e-07,1000x
106,1.1419742336353675e-06,7.847322493565192e-07,10011
107,5.709871168176837e-07,1.5694644987130386e-06,1001lwx
108,1.1419742336353675e-06,7.847322493565192e-07,1001st
109,1.7129613504530501e-06,7.847322493565187e-06,1001z
110,5.709871168176837e-07,1.5694644987130386e-06,1005ha
111,1.1419742336353675e-06,7.847322493565192e-07,1007
112,1.1419742336353675e-06,7.847322493565192e-07,1008
113,5.709871168176837e-07,1.5694644987130386e-06,100a
114,5.709871168176837e-07,1.5694644987130386e-06,100aw
115,5.709871168176837e-07,1.5694644987130386e-06,100b
116,1.1419742336353675e-06,7.847322493565192e-07,100b12
117,5.709871168176837e-07,1.5694644987130386e-06,100b45
118,5.709871168176837e-07,1.5694644987130386e-06,100base
119,5.709871168176837e-07,2.354196748069556e-06,100baset
120,5.709871168176837e-07,2.354196748069556e-06,100basetx
121,5.709871168176837e-07,1.5694644987130386e-06,100bt
122,2.283948467270735e-06,1.5694644987130386e-06,100c
123,5.709871168176837e-07,2.354196748069556e-06,100d
124,5.709871168176837e-07,1.5694644987130386e-06,100db
125,5.709871168176837e-07,1.5694644987130386e-06,100dg
126,1.1419742336353675e-06,1.5694644987130386e-06,100eg
127,5.709871168176837e-07,1.5694644987130386e-06,100feet
128,9.706780985900614e-06,5.493125745495635e-06,100ft
129,3.996909817723786e-06,3.1389289974260777e-06,100hz
130,5.709871168176837e-07,1.5694644987130386e-06,100iso
131,1.1419742336353675e-06,7.847322493565192e-07,100k
132,1.7129613504530501e-06,7.847322493565192e-07,100kb
133,1.1419742336353675e-06,7.847322493565192e-07,100kbps
134,1.1419742336353675e-06,7.847322493565192e-07,100km
135,2.854935584088416e-06,1.5694644987130386e-06,100m
136,1.1419742336353675e-06,7.847322493565192e-07,100ma
137,9.706780985900614e-06,5.493125745495635e-06,100mb
138,2.283948467270735e-06,2.354196748069556e-06,100mbit
139,7.993819635447575e-06,5.493125745495635e-06,100mbps
140,1.1419742336353675e-06,7.847322493565192e-07,100mbs
141,1.1419742336353675e-06,7.847322493565192e-07,100megabits
142,1.7129613504530501e-06,7.847322493565192e-07,100mhz
143,5.138884051359156e-06,3.1389289974260756e-05,100mm
144,5.709871168176837e-07,1.5694644987130386e-06,100mpbps
145,5.709871168176837e-07,1.5694644987130386e-06,100mph
146,1.1419742336353675e-06,1.5694644987130386e-06,100mps
147,5.709871168176837e-07,1.5694644987130386e-06,100pack
148,1.7129613504530501e-06,7.847322493565192e-07,100pc
149,5.709871168176837e-07,1.5694644987130386e-06,100pct
150,1.1419742336353675e-06,7.847322493565192e-07,100pk
151,3.4259227009061006e-06,4.708393496139113e-06,100s
152,1.1419742336353675e-06,7.847322493565192e-07,100th
153,1.7129613504530501e-06,7.847322493565192e-07,100tx
154,1.7129613504530501e-06,7.847322493565192e-07,100usd
155,1.7129613504530501e-06,7.847322493565192e-07,100v
156,5.709871168176837e-07,1.5694644987130386e-06,100ve
157,5.709871168176843e-06,3.923661246782593e-06,100w
158,3.996909817723786e-06,7.847322493565192e-07,100watt
159,1.7129613504530501e-06,7.847322493565192e-07,100watts
160,2.854935584088416e-06,3.1389289974260777e-06,100x
161,1.1419742336353675e-06,7.847322493565192e-07,100x100
162,8.564806752265259e-06,1.5694644987130386e-06,101
163,5.709871168176837e-07,1.5694644987130386e-06,1010
164,1.1419742336353675e-06,7.847322493565192e-07,101025700
165,5.709871168176837e-07,1.0986251490991272e-05,1010lt
166,5.709871168176837e-07,1.5694644987130386e-06,1010lts
167,1.7129613504530501e-06,7.847322493565192e-07,1012
168,1.1419742336353675e-06,7.847322493565192e-07,1019
169,1.1419742336353675e-06,7.847322493565192e-07,1019ahk
170,2.854935584088416e-06,7.847322493565192e-07,101p
171,5.138884051359156e-06,5.493125745495635e-06,102
172,2.283948467270735e-06,3.1389289974260777e-06,1020
173,2.283948467270735e-06,7.847322493565192e-07,1022
174,5.709871168176837e-07,1.5694644987130386e-06,1023
175,5.709871168176837e-07,1.5694644987130386e-06,1023k
176,6.280858284994522e-06,4.708393496139113e-06,1024
177,1.7129613504530501e-06,7.847322493565192e-07,1024d
178,5.709871168176837e-07,1.5694644987130386e-06,1024x720
179,3.4259227009061006e-06,5.493125745495635e-06,1024x768
180,1.1419742336353675e-06,7.847322493565192e-07,102dv
181,2.283948467270735e-06,7.847322493565192e-07,103
182,1.7129613504530501e-06,7.847322493565192e-07,10345
183,5.709871168176837e-07,1.5694644987130386e-06,10380
184,1.1419742336353675e-06,7.847322493565192e-07,103v
185,2.854935584088416e-06,8.632054742921713e-06,104
186,1.1419742336353675e-06,7.847322493565192e-07,1040
187,5.709871168176837e-07,2.354196748069556e-06,1045
188,1.1419742336353675e-06,7.847322493565192e-07,104s
189,1.770060062134818e-05,3.1389289974260756e-05,105
190,1.1419742336353675e-06,2.354196748069556e-06,1050
191,1.1419742336353675e-06,7.847322493565192e-07,1055
192,1.1419742336353675e-06,7.847322493565192e-07,105c
193,3.4259227009061006e-06,3.923661246782593e-06,105l
194,7.993819635447575e-06,2.5896164228765123e-05,105mm
195,5.709871168176837e-07,1.5694644987130386e-06,105mml
196,5.709871168176837e-07,1.5694644987130386e-06,105nikkor
197,5.709871168176843e-06,7.847322493565192e-07,106
198,1.1419742336353675e-06,7.847322493565192e-07,1060
199,3.996909817723786e-06,3.923661246782593e-06,107
200,5.709871168176837e-07,1.5694644987130386e-06,1070
201,1.1419742336353675e-06,7.847322493565192e-07,107160
202,5.709871168176837e-07,1.5694644987130386e-06,107269
203,1.1419742336353675e-06,7.847322493565192e-07,107d
204,6.280858284994522e-06,3.923661246782593e-06,108
205,4.567896934541471e-06,3.923661246782593e-06,1080
206,5.709871168176843e-06,1.412518048841733e-05,1080i
207,1.1419742336353668e-05,2.118777073262602e-05,1080p
208,1.1419742336353675e-06,7.847322493565192e-07,108g
209,5.709871168176837e-07,2.354196748069556e-06,108m
210,3.4259227009061006e-06,3.923661246782593e-06,108mbps
211,5.709871168176837e-07,2.354196748069556e-06,108mhz
212,5.709871168176837e-07,1.5694644987130386e-06,108mpbs
213,1.7129613504530501e-06,7.847322493565192e-07,10a
214,5.709871168176837e-07,1.5694644987130386e-06,10amp
215,1.1419742336353675e-06,7.847322493565192e-07,10amps
216,1.1419742336353675e-06,7.847322493565192e-07,10aug2015
217,2.854935584088416e-06,7.847322493565192e-07,10awg
218,5.709871168176837e-07,1.5694644987130386e-06,10base
219,1.1419742336353675e-06,7.847322493565192e-07,10base2
220,1.1419742336353675e-06,3.1389289974260777e-06,10baset
221,1.1419742336353675e-06,7.847322493565192e-07,10bucks
222,1.1419742336353675e-06,1.5694644987130386e-06,10c
223,3.996909817723786e-06,7.062590244208677e-06,10d
224,2.854935584088416e-06,2.354196748069556e-06,10db
225,1.7129613504530501e-06,7.847322493565192e-07,10eg
226,1.1419742336353675e-06,7.847322493565192e-07,10f
227,5.709871168176843e-06,3.1389289974260777e-06,10ft
228,2.283948467270735e-06,7.847322493565192e-07,10g
229,1.1419742336353675e-06,7.847322493565192e-07,10gauge
230,5.709871168176837e-07,2.354196748069556e-06,10gb
231,1.1419742336353675e-06,7.847322493565192e-07,10gbase
232,1.1419742336353675e-06,7.847322493565192e-07,10gbe
233,2.283948467270735e-06,7.847322493565192e-07,10gbit
234,1.1419742336353675e-06,2.354196748069556e-06,10gig
235,5.709871168176837e-07,1.5694644987130386e-06,10in
236,1.1419742336353675e-06,2.354196748069556e-06,10k
237,5.709871168176837e-07,1.5694644987130386e-06,10kb
238,5.709871168176837e-07,1.5694644987130386e-06,10kbits
239,2.283948467270735e-06,7.847322493565192e-07,10khz
240,5.709871168176837e-07,1.5694644987130386e-06,10l
241,2.283948467270735e-06,7.847322493565192e-07,10m
242,3.996909817723786e-06,2.354196748069556e-06,10mb
243,1.7129613504530501e-06,7.847322493565192e-07,10mbits
244,3.4259227009061006e-06,1.5694644987130386e-06,10mbps
245,1.7129613504530501e-06,7.847322493565192e-07,10meg
246,1.1419742336353675e-06,1.5694644987130386e-06,10min
247,5.138884051359156e-06,8.632054742921713e-06,10mm
248,5.709871168176837e-07,1.5694644987130386e-06,10mp
249,5.709871168176837e-07,1.5694644987130386e-06,10mph
250,1.1419742336353675e-06,7.847322493565192e-07,10nh
251,1.1419742336353675e-06,7.847322493565192e-07,10oz
252,1.7129613504530501e-06,7.847322493565192e-07,10pm
253,1.1419742336353675e-06,7.847322493565192e-07,10s
254,1.1419742336353675e-06,7.847322493565192e-07,10secs
255,6.280858284994522e-06,2.354196748069556e-06,10th
256,1.1419742336353675e-06,1.5694644987130386e-06,10v
257,1.7129613504530501e-06,2.354196748069556e-06,10w
258,1.4845665037259772e-05,2.275723523133907e-05,10x
259,5.709871168176837e-07,1.5694644987130386e-06,10x12
260,1.1419742336353675e-06,3.1389289974260777e-06,10x25
261,5.709871168176837e-07,1.5694644987130386e-06,10x25s
262,1.1419742336353675e-06,1.5694644987130386e-06,10x30
263,5.709871168176837e-07,1.5694644987130386e-06,10x30s
264,1.7129613504530501e-06,7.847322493565192e-07,10x32
265,5.709871168176837e-07,1.5694644987130386e-06,10x40
266,5.709871168176837e-07,2.354196748069556e-06,10x42
267,5.709871168176843e-06,6.277857994852155e-06,10x50
268,5.709871168176837e-07,1.5694644987130386e-06,10x50s
269,1.1419742336353675e-06,7.847322493565192e-07,10x70
270,1.7129613504530501e-06,7.847322493565192e-07,10year
271,1.1419742336353675e-06,7.847322493565192e-07,10yo
272,5.709871168176837e-07,1.5694644987130386e-06,10yrs
273,0.00010563261661127153,8.945947642664313e-05,11
274,1.4274677920442096e-05,1.4909912737773863e-05,110
275,4.567896934541471e-06,5.493125745495635e-06,1100
276,1.1419742336353675e-06,2.354196748069556e-06,1100d
277,5.709871168176837e-07,1.5694644987130386e-06,1103
278,1.7129613504530501e-06,7.847322493565192e-07,110934
279,1.1419742336353675e-06,7.847322493565192e-07,110a
280,1.1419742336353675e-06,7.847322493565192e-07,110ac
281,5.709871168176837e-07,3.1389289974260777e-06,110c
282,5.709871168176837e-07,2.354196748069556e-06,110lp
283,1.7129613504530501e-06,7.847322493565192e-07,110mbps
284,1.1419742336353675e-06,2.354196748069556e-06,110mm
285,3.4259227009061006e-06,3.923661246782593e-06,110v
286,5.709871168176837e-07,1.5694644987130386e-06,110w
287,5.709871168176837e-07,2.354196748069556e-06,110x
288,1.7129613504530501e-06,1.5694644987130386e-06,111
289,5.709871168176837e-07,1.5694644987130386e-06,1110
290,1.1419742336353675e-06,7.847322493565192e-07,1110w
291,5.709871168176837e-07,1.5694644987130386e-06,111mm
292,1.1419742336353675e-06,7.847322493565192e-07,1120c
293,5.709871168176837e-07,2.354196748069556e-06,112kbps
294,1.1419742336353675e-06,1.5694644987130386e-06,113
295,5.709871168176837e-07,1.5694644987130386e-06,1135kb
296,1.1419742336353675e-06,7.847322493565192e-07,113v
297,1.1419742336353675e-06,2.354196748069556e-06,114
298,1.7129613504530501e-06,7.847322493565192e-07,1140
299,5.709871168176837e-07,1.5694644987130386e-06,114mm
300,1.1419742336353675e-06,7.847322493565192e-07,114p
301,5.709871168176843e-06,3.923661246782593e-06,115
302,1.1419742336353675e-06,1.5694644987130386e-06,1150
303,5.709871168176837e-07,1.5694644987130386e-06,11500
304,5.709871168176837e-07,1.5694644987130386e-06,1152x864
305,2.283948467270735e-06,7.847322493565192e-07,115hz
306,1.1419742336353675e-06,7.847322493565192e-07,115v
307,2.283948467270735e-06,1.5694644987130386e-06,116
308,1.1419742336353675e-06,1.5694644987130386e-06,117
309,5.709871168176837e-07,1.5694644987130386e-06,117mbps
310,5.709871168176837e-07,2.354196748069556e-06,117x
311,1.1419742336353675e-06,7.847322493565192e-07,118
312,5.709871168176837e-07,3.1389289974260777e-06,1180
313,5.709871168176837e-07,1.5694644987130386e-06,1185209771
314,5.709871168176837e-07,1.5694644987130386e-06,1185209810
315,1.1419742336353675e-06,7.847322493565192e-07,118mb
316,1.7129613504530501e-06,7.847322493565192e-07,118v
317,3.996909817723786e-06,1.5694644987130386e-06,119
318,1.1419742336353675e-06,7.847322493565192e-07,1199
319,3.4259227009061006e-06,1.5694644987130386e-06,11a
320,3.19752785417903e-05,1.4909912737773863e-05,11b
321,1.1419742336353675e-06,7.847322493565192e-07,11bg
322,5.709871168176837e-07,2.354196748069556e-06,11c
323,1.1419742336353675e-06,7.847322493565192e-07,11db
324,1.1419742336353675e-06,7.847322493565192e-07,11e
325,2.1126523322254286e-05,8.632054742921713e-06,11g
326,5.709871168176837e-07,1.5694644987130386e-06,11htncs0z0s
327,1.1419742336353675e-06,7.847322493565192e-07,11khz
328,5.709871168176837e-07,1.5694644987130386e-06,11lbs
329,1.1419742336353675e-06,1.5694644987130386e-06,11mb
330,1.1419742336353675e-06,1.5694644987130386e-06,11mbit
331,1.7129613504530501e-06,2.354196748069556e-06,11mbps
332,5.709871168176837e-07,1.5694644987130386e-06,11mm
333,1.1419742336353675e-06,7.847322493565192e-07,11mpbs
334,1.7129613504530501e-06,7.847322493565192e-07,11mps
335,2.854935584088416e-06,2.354196748069556e-06,11n
336,1.1419742336353675e-06,7.847322493565192e-07,11nov2004
337,1.1419742336353675e-06,7.847322493565192e-07,11pm
338,2.283948467270735e-06,2.354196748069556e-06,11th
339,5.709871168176837e-07,1.5694644987130386e-06,11watts
340,1.7129613504530501e-06,7.847322493565192e-07,11x
341,5.709871168176837e-07,1.5694644987130386e-06,11x13
342,5.709871168176837e-07,5.493125745495635e-06,11x14
343,5.709871168176837e-07,1.5694644987130386e-06,11x14s
344,1.1419742336353675e-06,1.5694644987130386e-06,11x17
345,5.709871168176837e-07,1.5694644987130386e-06,11x18
346,5.709871168176837e-07,1.5694644987130386e-06,11yrs
347,0.00023810162771297391,0.00022129449431853847,12
348,3.368823989224332e-05,3.531295122104336e-05,120
349,1.2561716569989044e-05,1.804884173519994e-05,1200
350,5.709871168176837e-07,1.5694644987130386e-06,1200for
351,1.1419742336353675e-06,7.847322493565192e-07,1200ma
352,1.1419742336353675e-06,7.847322493565192e-07,1200mile
353,5.709871168176837e-07,1.5694644987130386e-06,1200mk2
354,5.709871168176837e-07,1.5694644987130386e-06,1200mm
355,5.709871168176837e-07,2.354196748069556e-06,1200s
356,5.709871168176837e-07,1.5694644987130386e-06,1200va
357,1.1419742336353675e-06,7.847322493565192e-07,1201
358,1.7129613504530501e-06,7.847322493565192e-07,120b
359,5.709871168176837e-07,1.5694644987130386e-06,120db
360,1.7129613504530501e-06,7.847322493565192e-07,120foot
361,1.1419742336353675e-06,7.847322493565192e-07,120g
362,2.283948467270735e-06,3.1389289974260777e-06,120gb
363,2.283948467270735e-06,3.923661246782593e-06,120hz
364,1.7129613504530501e-06,7.847322493565192e-07,120mb
365,2.854935584088416e-06,3.1389289974260777e-06,120mm
366,2.283948467270735e-06,2.354196748069556e-06,120s
367,6.851845401812201e-06,3.923661246782593e-06,120v
368,5.709871168176837e-07,1.5694644987130386e-06,120vac
369,1.1419742336353675e-06,1.5694644987130386e-06,121
370,1.1419742336353675e-06,7.847322493565192e-07,1218
371,3.996909817723786e-06,1.5694644987130386e-06,122
372,5.709871168176837e-07,3.1389289974260777e-06,1220
373,5.709871168176837e-07,1.5694644987130386e-06,1222
374,5.709871168176837e-07,2.354196748069556e-06,1229664
375,1.1419742336353675e-06,7.847322493565192e-07,1229q
376,1.1419742336353675e-06,7.847322493565192e-07,122v
377,1.7129613504530501e-06,1.5694644987130386e-06,123
378,5.709871168176837e-07,1.5694644987130386e-06,123a
379,2.283948467270735e-06,7.847322493565192e-07,123v
380,1.1419742336353675e-06,2.354196748069556e-06,124
381,1.1419742336353675e-06,7.847322493565192e-07,1249688544
382,6.280858284994522e-06,1.0201519241634745e-05,125
383,2.283948467270735e-06,7.847322493565192e-07,1250
384,1.1419742336353675e-06,7.847322493565192e-07,125hz
385,1.7129613504530501e-06,7.847322493565192e-07,125i
386,2.283948467270735e-06,7.847322493565192e-07,125mb
387,5.709871168176837e-07,1.5694644987130386e-06,125mm
388,1.1419742336353675e-06,1.5694644987130386e-06,125v
389,1.7129613504530501e-06,7.847322493565192e-07,125w
390,1.1419742336353675e-06,1.5694644987130386e-06,126
391,1.1419742336353675e-06,7.847322493565192e-07,1263756478
392,1.7129613504530501e-06,3.923661246782593e-06,127
393,1.7129613504530501e-06,7.847322493565192e-07,1279431265
394,2.283948467270735e-06,1.5694644987130386e-06,127eq
395,1.1419742336353675e-06,7.847322493565192e-07,127slt
396,1.9413561971801266e-05,2.5896164228765123e-05,128
397,1.7129613504530501e-06,3.1389289974260777e-06,1280
398,2.854935584088416e-06,2.354196748069556e-06,1280x1024
399,1.1419742336353675e-06,7.847322493565192e-07,1280x720
400,1.7129613504530501e-06,7.847322493565192e-07,1280x960
401,1.1419742336353675e-06,7.847322493565192e-07,1284
402,1.1419742336353675e-06,7.847322493565192e-07,1286808573
