,Negative,Positive,Word
0,0.00012617283296170848,7.968976715732714e-05,00
1,4.764371960842052e-05,5.900257554484844e-05,000
2,1.392211859632093e-05,1.7133272341962367e-05,00000000
3,1.2623837450986488e-05,1.7923339050713745e-05,000001
4,1.4207279262689403e-05,1.7356538370139096e-05,000919
5,1.0637486453711846e-05,1.3667054907664552e-05,000hz
6,1.4283583351911053e-05,1.2693316459202127e-05,000xxxxx
7,1.5401909547606913e-05,1.1849615649680788e-05,001
8,1.3409427437082282e-05,1.1631871525753066e-05,002
9,1.1452823381024806e-05,1.2007731619037692e-05,002a
10,1.4641164428798118e-05,1.5345065035051274e-05,00490100
11,1.5455307663920325e-05,2.1542689885642667e-05,005
12,1.3275992907408784e-05,1.3175941235143343e-05,006
13,1.3538027357538986e-05,1.4039923040738296e-05,006y
14,1.5727949045076762e-05,1.2535092961456606e-05,007
15,1.495584694977458e-05,2.1802614483321555e-05,008
16,1.2949694681778972e-05,1.4967013943992246e-05,00am
17,1.6371297100221262e-05,1.2584860598686408e-05,00pm
18,1.443397810874414e-05,1.651699221093371e-05,00s
19,4.794914239995619e-05,2.6236999626579995e-05,01
20,1.214486481983063e-05,1.8793074501102903e-05,010
21,1.5650209890341758e-05,1.588078888904787e-05,010m
22,1.2462836567709171e-05,1.4286774029114939e-05,0115
23,1.2545506506113918e-05,1.5765779511660504e-05,011855
24,1.392732874134838e-05,1.3278543099138407e-05,012
25,1.3182153231450891e-05,1.3660927499932861e-05,0123
26,1.5145767144102757e-05,1.6594225479234412e-05,01526
27,1.288375482336408e-05,1.6224015667731746e-05,018
28,1.3324770263829793e-05,1.217654094855039e-05,0183
29,1.0490629695331617e-05,2.0601054946807265e-05,019
30,1.1870618847090492e-05,2.058347668880763e-05,01961
31,1.2848461867389357e-05,1.2503256245791266e-05,01mm
32,3.209408519572071e-05,1.3006830944185532e-05,02
33,1.36537965501754e-05,1.273267726050142e-05,020
34,1.2806526758255461e-05,1.503511703918965e-05,0240521595
35,1.445062000350409e-05,1.3240404907188438e-05,025
36,1.1801671253797896e-05,1.4855989871618583e-05,025215290053
37,1.5733923606571913e-05,1.5213432347670206e-05,0258
38,1.9882073164649154e-05,1.7448818640464624e-05,026
39,1.0899104632006266e-05,2.0324532433917658e-05,02c
40,1.85207642685084e-05,8.292451973733243e-06,02v
41,2.333707100544179e-05,3.1066769764610625e-05,03
42,1.0474607936408346e-05,1.2623085792501109e-05,031
43,1.38729836858943e-05,1.2249881523556964e-05,0310021431
44,1.231918581440754e-05,1.3075052745625422e-05,03182
45,1.2522326341475303e-05,1.774499408505841e-05,0321819519
46,1.4306688651701681e-05,1.5306976963399525e-05,03rg20
47,4.0042796320913636e-05,2.8070883680993174e-05,04
48,1.2930374224617914e-05,1.7629026975917953e-05,0403
